,Unnamed: 0,title,all_tags,type
1244,1244,"The Source of Magic (Xanth, #2)",fantasy young-adult fiction magic adventure novels romance science-fiction-fantasy humor epic-fantasy science-fiction funny high-fantasy comedy adult adult-fiction science speculative-fiction ebooks piersanthony,book
1245,1245,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",fantasy young-adult fiction magic adventure novels paranormal urban-fantasy wizards science-fiction-fantasy dragons humor epic-fantasy science-fiction funny high-fantasy comedy adult adult-fiction speculative-fiction ebooks fairies terrybrooks,book
1246,1246,"Armageddon's Children (Genesis of Shannara, #1)",fantasy young-adult fiction magic adventure novels urban-fantasy science-fiction-fantasy action epic-fantasy science-fiction high-fantasy adult adult-fiction science abandoned ebooks epic dystopia post-apocalyptic apocalyptic demons futuristic terrybrooks,book
1247,1247,"Jarka Ruus (High Druid of Shannara, #1)",fantasy fiction magic adventure science-fiction-fantasy epic-fantasy science-fiction high-fantasy adult science ebooks american epic post-apocalyptic terrybrooks,book
1248,1248,"Morgawr (The Voyage of the Jerle Shannara, #3)",fantasy young-adult fiction magic adventure science-fiction-fantasy epic-fantasy science-fiction high-fantasy adult adult-fiction science ebooks epic post-apocalyptic terrybrooks,book
1249,1249,"Ilse Witch (Voyage of the Jerle Shannara, #1)",fantasy young-adult fiction magic adventure science-fiction-fantasy epic-fantasy science-fiction high-fantasy adult adult-fiction science ebooks epic post-apocalyptic terrybrooks,book
1250,1250,"Wizard at Large (Magic Kingdom of Landover, #3)",fantasy young-adult fiction magic adventure novels urban-fantasy wizards contemporary science-fiction-fantasy dragons humor epic-fantasy science-fiction high-fantasy comedy adult science speculative-fiction ebooks epic terrybrooks,book
1251,1251,"The Elf Queen of Shannara (Heritage of Shannara, #3)",fantasy young-adult fiction magic adventure novels science-fiction-fantasy epic-fantasy science-fiction high-fantasy adult adult-fiction science speculative-fiction ebooks american epic post-apocalyptic terrybrooks,book
1252,1252,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",fantasy young-adult fiction magic adventure novels science-fiction-fantasy epic-fantasy science-fiction high-fantasy adult adult-fiction science speculative-fiction abandoned ebooks epic post-apocalyptic terrybrooks,book
1253,1253,"The Druid of Shannara (Heritage of Shannara, #2)",fantasy young-adult fiction magic adventure novels science-fiction-fantasy epic-fantasy science-fiction high-fantasy adult adult-fiction speculative-fiction abandoned ebooks epic post-apocalyptic terrybrooks,book
1254,1254,"The Sword of Shannara (The Original Shannara Trilogy, #1)",fantasy young-adult fiction magic adventure novels science-fiction-fantasy epic-fantasy science-fiction high-fantasy adult adult-fiction speculative-fiction abandoned ebooks unfinished epic post-apocalyptic terrybrooks,book
1255,1255,The Midwife's Apprentice,fantasy young-adult fiction childrens children-s classics novels middle-grade teen juvenile coming-of-age history historical realistic-fiction school read-for-school chapter-books historical-fiction medieval karencushman,book
1256,1256,"Billy Budd, Sailor",fiction adventure classics novels adult adult-fiction literature history historical american short-stories americana classic-literature school read-for-school historical-fiction literary-fiction 19th-century high-school college american-fiction american-classics novella law gay queer maritime hermanmelville,book
1257,1257,Native Son,fiction classics novels contemporary adult adult-fiction literature 20th-century modern-classics history non-fiction historical american biography classic-literature school read-for-school historical-fiction african-american literary-fiction race african-american-literature high-school cultural college banned-books american-classics crime social-justice richardwright,book
1258,1258,Cyrano de Bergerac,fiction adventure classics novels romance love humor comedy adult adult-fiction literature ebooks history historical france classic-literature school read-for-school historical-fiction literary-fiction 19th-century drama high-school french-literature poetry tragedy plays theatre edmondrostand eteellawson lowellbair,book
1259,1259,Inferno (The Divine Comedy #1),fantasy fiction adventure classics novels adult adult-fiction literature abandoned ebooks unfinished philosophy history historical epic classic-literature mythology school read-for-school historical-fiction literary-fiction religion high-school college italy european-literature poetry spirituality horror christian christianity epic-poetry theology 14th-century medieval italian-literature dantealighieri anthonym.esolen,book
1260,1260,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,fiction mystery thriller adult ebooks unfinished history non-fiction american memoir biography biography-memoir autobiography horror crime suspense dark mystery-thriller psychology murder-mystery true-story true-crime annrule,book
1261,1261,The Kindness of Strangers,fiction novels mystery contemporary adult adult-fiction literature abandoned unfinished survival realistic-fiction literary-fiction family drama relationships crime mental-health psychology chick-lit abuse womens-fiction katrinakittle,book
1262,1262,Wayside School Gets A Little Stranger (Wayside School #3),fantasy young-adult fiction childrens children-s novels middle-grade juvenile humor funny comedy short-stories realistic-fiction school chapter-books louissachar,book
1263,1263,Strangers,fantasy fiction novels paranormal supernatural mystery thriller science-fiction adult adult-fiction aliens abandoned ebooks american horror suspense mystery-thriller psychological-thriller deankoontz,book
1264,1264,Strangers on a Train,fiction classics novels mystery contemporary thriller adult adult-fiction literature 20th-century abandoned ebooks modern-classics american movies literary-fiction horror crime suspense dark mystery-thriller noir psychology psychological-thriller patriciahighsmith,book
1265,1265,Marvel 1602,fantasy young-adult fiction magic adventure paranormal supernatural time-travel science-fiction adult ebooks history historical art historical-fiction graphic-novels comics alternate-history historical-fantasy comics-manga sequential-art graphic-novels-comics superheroes comix comic-book marvel x-men neilgaiman andykubert richardisanove petersanderson,book
1266,1266,One Door Away from Heaven,fantasy fiction novels paranormal supernatural mystery contemporary thriller science-fiction adult adult-fiction aliens science ebooks drama horror suspense mystery-thriller dogs cults deankoontz,book
1267,1267,By the Light of the Moon,fantasy fiction adventure novels paranormal supernatural mystery thriller science-fiction adult adult-fiction ebooks drama horror crime suspense mystery-thriller espionage deankoontz,book
1268,1268,Dark Rivers of the Heart,fantasy fiction adventure novels paranormal mystery contemporary action thriller science-fiction adult adult-fiction 20th-century abandoned ebooks horror crime suspense mystery-thriller psychological-thriller deankoontz,book
1269,1269,The Amateur Marriage,fiction novels romance contemporary love adult adult-fiction literature abandoned ebooks american americana realistic-fiction historical-fiction literary-fiction family drama relationships american-fiction modern chick-lit marriage womens-fiction annetyler,book
1270,1270,"The Bourne Supremacy (Jason Bourne, #2)",fiction adventure novels mystery contemporary action thriller adult adult-fiction literature 20th-century abandoned ebooks american movies crime suspense mystery-thriller espionage china spy-thriller robertludlum,book
1271,1271,Sideways Stories from Wayside School (Wayside School #1),fiction childrens children-s novels middle-grade juvenile humor funny comedy short-stories realistic-fiction school read-for-school chapter-books young-readers louissachar adammccauley,book
1272,1272,Fugitive Pieces,fiction novels contemporary adult adult-fiction literature 20th-century abandoned unfinished history historical war school read-for-school canada historical-fiction literary-fiction drama poetry jewish world-war-ii holocaust greece canadian-literature poland annemichaels,book
1273,1273,Relativity: The Special and the General Theory,classics science 20th-century abandoned ebooks unfinished philosophy history non-fiction popular-science physics reference astronomy history-of-science essays science-nature jewish academic theory mathematics technical alberteinstein nigelcalder robertw.lawson,book
1274,1274,Mirror Mirror,fantasy young-adult fiction magic adventure novels romance contemporary science-fiction-fantasy adult adult-fiction literature abandoned ebooks unfinished history historical 21st-century historical-fiction literary-fiction drama high-school italy magical-realism fairy-tales fairy-tale-retellings retellings fractured-fairy-tales gregorymaguire,book
1275,1275,State of Fear,fantasy fiction adventure novels mystery contemporary action thriller science-fiction adult adult-fiction literature science abandoned ebooks politics criticism drama crime suspense mystery-thriller detective espionage environment technology earth global-warming michaelcrichton,book
1276,1276,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",fantasy young-adult fiction magic childrens adventure children-s classics novels middle-grade paranormal teen witches urban-fantasy supernatural mystery wizards juvenile contemporary science-fiction-fantasy j.k.rowling marygrandpré,book
1277,1277,An Instance of the Fingerpost,fantasy fiction classics novels mystery contemporary british-literature thriller adult adult-fiction literature science 20th-century abandoned unfinished history historical historical-fiction literary-fiction religion academia crime suspense mystery-thriller detective 17th-century historical-mystery murder-mystery medieval iainpears,book
1278,1278,"The Sunday Philosophy Club (Isabel Dalhousie, #1)",fiction novels mystery contemporary british-literature humor adult adult-fiction literature abandoned ebooks unfinished philosophy 21st-century crime mystery-thriller detective chick-lit cozy-mystery scotland alexandermccallsmith,book
1279,1279,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",young-adult fiction novels mystery romance contemporary love adult adult-fiction ebooks unfinished realistic-fiction drama relationships romantic suspense chick-lit love-story contemporary-romance nicholassparks,book
1280,1280,The Guardian,young-adult fiction novels mystery romance contemporary love thriller adult adult-fiction ebooks animals realistic-fiction southern drama relationships romantic suspense death chick-lit love-story contemporary-romance womens-fiction romantic-suspense nicholassparks,book
1281,1281,Nights in Rodanthe,young-adult fiction novels romance contemporary love adult adult-fiction ebooks movies realistic-fiction divorce southern family drama relationships romantic chick-lit love-story contemporary-romance womens-fiction nicholassparks,book
1282,1282,"The Notebook (The Notebook, #1)",young-adult fiction classics novels romance contemporary love adult adult-fiction literature abandoned ebooks historical american movies realistic-fiction historical-fiction southern drama high-school relationships romantic chick-lit historical-romance love-story contemporary-romance womens-fiction nicholassparks,book
1283,1283,The Patron Saint of Liars,fiction novels contemporary coming-of-age adult adult-fiction literature 20th-century abandoned ebooks unfinished historical american realistic-fiction historical-fiction literary-fiction southern family adoption drama relationships annpatchett,book
1284,1284,Paradise Lost,fantasy fiction classics novels british-literature adult adult-fiction literature abandoned ebooks unfinished philosophy classic-literature mythology english-literature school read-for-school historical-fiction literary-fiction high-school college poetry spirituality academic christian christianity epic-poetry theology angels johnmilton johnleonard,book
1285,1285,"Paradise (Second Opportunities, #1)",fiction romance contemporary love adult adult-fiction ebooks historical historical-fiction family drama romantic suspense chick-lit historical-romance contemporary-romance romantic-suspense judithmcnaught,book
1286,1286,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",young-adult fiction romance contemporary coming-of-age love humor comedy art drama asia graphic-novels comics manga anime comics-manga graphic-novels-manga sequential-art graphic-novels-comics japan lgbt fashion shojo josei slice-of-life aiyazawa,book
1287,1287,The Magician's Assistant,fantasy fiction magic novels mystery romance contemporary love adult adult-fiction literature abandoned unfinished american realistic-fiction literary-fiction family drama relationships magical-realism death chick-lit lgbt queer annpatchett,book
1288,1288,The Dive From Clausen's Pier,fiction novels romance contemporary coming-of-age love adult adult-fiction literature abandoned unfinished american realistic-fiction literary-fiction family drama relationships new-york chick-lit disability womens-fiction annpacker,book
1289,1289,The Awakening and Selected Stories,fiction classics novels romance adult adult-fiction literature ebooks unfinished collections historical american short-stories classic-literature realistic-fiction school historical-fiction literary-fiction 19th-century college american-fiction banned-books victorian anthologies feminism gender katechopin cynthiabrantleyjohnson alyssaharad,book
1290,1290,Alexander Hamilton,adult abandoned ebooks unfinished history non-fiction historical american biography biography-memoir war historical-fiction american-history politics new-york economics business government presidents american-revolution 18th-century ronchernow,book
1291,1291,The Red Queen: Sex and the Evolution of Human Nature,science 20th-century abandoned ebooks unfinished philosophy history non-fiction popular-science reference biology nature evolution natural-history anthropology science-nature education social social-science sociology research self-help relationships sexuality psychology gender genetics mattridley,book
1292,1292,"Dairy Queen (Dairy Queen, #1)",young-adult fiction teen romance contemporary coming-of-age love humor funny adult ebooks realistic-fiction school family sports high-school relationships chick-lit contemporary-romance lgbt football catherinegilbertmurdock,book
1293,1293,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",fiction novels adult-fiction ebooks history historical 21st-century historical-fiction drama chick-lit historical-romance philippagregory,book
1294,1294,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",fiction novels romance contemporary british-literature adult adult-fiction literature ebooks history historical historical-fiction drama chick-lit spain historical-romance 16th-century medieval philippagregory,book
1295,1295,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",fiction novels contemporary british-literature adult abandoned ebooks historical historical-fiction drama chick-lit historical-romance 16th-century philippagregory,book
1296,1296,"Wideacre  (The Wideacre Trilogy, #1)",fantasy fiction novels romance contemporary adult adult-fiction literature abandoned ebooks unfinished history historical historical-fiction family gothic chick-lit historical-romance 18th-century georgian philippagregory,book
1297,1297,Ella Minnow Pea: A Novel in Letters,fantasy young-adult fiction classics novels contemporary humor science-fiction funny comedy adult adult-fiction literature speculative-fiction ebooks american writing language linguistics books-about-books school literary-fiction politics dystopia markdunn,book
1298,1298,Daisy Miller,fiction classics novels romance british-literature adult adult-fiction literature ebooks historical american short-stories english-literature school read-for-school historical-fiction literary-fiction 19th-century drama high-school college american-classics victorian italy novella henryjames,book
1299,1299,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,fiction novels mystery contemporary thriller science-fiction adult science abandoned ebooks history non-fiction popular-science historical biology science-nature animals journalism research school read-for-school health medical africa high-school horror suspense mystery-thriller death true-story medicine fitness disease richardpreston,book
1300,1300,Sister of My Heart,fiction novels romance contemporary coming-of-age love adult adult-fiction literature abandoned ebooks realistic-fiction school historical-fiction literary-fiction family drama cultural asia chick-lit marriage india indian-literature chitrabanerjeedivakaruni,book
1301,1301,Case Histories (Jackson Brodie #1),fiction novels mystery contemporary british-literature thriller adult adult-fiction literature abandoned ebooks unfinished 21st-century literary-fiction family crime suspense mystery-thriller detective murder-mystery kateatkinson,book
1302,1302,Angry Housewives Eating Bon Bons,fiction novels contemporary humor funny adult adult-fiction literature abandoned ebooks historical books-about-books realistic-fiction historical-fiction family relationships chick-lit womens-fiction lornalandvik,book
1303,1303,"Tales of the City (Tales of the City, #1)",fiction classics novels mystery romance contemporary humor funny comedy adult adult-fiction literature 20th-century abandoned ebooks unfinished american short-stories americana historical-fiction literary-fiction american-fiction lgbt gay queer gay-fiction queer-lit armisteadmaupin,book
1304,1304,"More Tales of the City (Tales of the City, #2)",fiction classics novels mystery romance contemporary love humor funny comedy adult-fiction literature 20th-century ebooks american short-stories united-states americana historical-fiction literary-fiction drama american-fiction roman lgbt gay queer gay-fiction armisteadmaupin,book
1305,1305,The Magus,fantasy fiction classics novels mystery romance contemporary british-literature thriller adult adult-fiction literature 20th-century abandoned ebooks modern-classics unfinished philosophy mythology english-literature historical-fiction literary-fiction modern magical-realism suspense mystery-thriller psychology greece johnfowles,book
1306,1306,"Cards on the Table (Hercule Poirot, #15)",fiction classics novels mystery british-literature thriller adult adult-fiction 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit golden-age-mystery agathachristie,book
1307,1307,"A Murder Is Announced (Miss Marple, #5)",fiction classics novels mystery british-literature thriller adult adult-fiction 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1308,1308,And Then There Were None,young-adult fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical school read-for-school historical-fiction horror crime suspense mystery-thriller detective murder-mystery agathachristie,book
1309,1309,"Sleeping Murder (Miss Marple, #13)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1310,1310,"Murder on the Orient Express (Hercule Poirot, #10)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical classic-literature english-literature school historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1311,1311,"Evil Under the Sun (Hercule Poirot, #23)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit golden-age-mystery agathachristie,book
1312,1312,"Hallowe'en Party (Hercule Poirot, #36)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical english-literature historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery holiday halloween agathachristie,book
1313,1313,"One, Two, Buckle My Shoe (Hercule Poirot, #22)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery agathachristie hughfraser,book
1314,1314,Crooked House,fiction classics novels mystery romance british-literature thriller adult literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1315,1315,"The Big Four (Hercule Poirot, #5)",fiction adventure classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical english-literature historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery agathachristie,book
1316,1316,"The Body in the Library (Miss Marple, #3)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical english-literature historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1317,1317,"The A.B.C. Murders (Hercule Poirot, #13)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1318,1318,"Death in the Clouds (Hercule Poirot, #12)",fiction classics novels mystery british-literature thriller adult adult-fiction 20th-century ebooks historical france historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery golden-age-mystery agathachristie,book
1319,1319,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical school historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1320,1320,"Murder at the Vicarage (Miss Marple, #1)",classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical english-literature historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery agathachristie,book
1321,1321,"At Bertram's Hotel (Miss Marple, #11)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit golden-age-mystery agathachristie,book
1322,1322,"The Mystery of the Blue Train (Hercule Poirot, #6)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical france historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery agathachristie,book
1323,1323,"The Moving Finger (Miss Marple, #4)",fiction classics novels mystery romance british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1324,1324,"Cat Among the Pigeons (Hercule Poirot, #32)",fiction classics novels mystery boarding-school british-literature thriller adult adult-fiction literature 20th-century ebooks historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1325,1325,"The Mysterious Affair at Styles (Hercule Poirot, #1)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery agathachristie ΡοζίταΣώκου,book
1326,1326,"Hercule Poirot's Christmas (Hercule Poirot, #20)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery christmas holiday whodunit agathachristie,book
1327,1327,"Murder in Mesopotamia (Hercule Poirot, #14)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective archaeology murder-mystery cozy-mystery agathachristie,book
1328,1328,"Appointment with Death (Hercule Poirot, #19)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1329,1329,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery whodunit agathachristie,book
1330,1330,"Carry on, Jeeves (Jeeves, #3)",fiction classics novels mystery british-literature humor funny comedy adult adult-fiction literature 20th-century abandoned modern-classics historical short-stories english-literature historical-fiction literary-fiction p.g.wodehouse,book
1331,1331,"The Inimitable Jeeves (Jeeves, #2)",fiction classics novels mystery romance british-literature humor funny comedy adult adult-fiction literature 20th-century modern-classics historical short-stories classic-literature english-literature historical-fiction literary-fiction p.g.wodehouse,book
1332,1332,"Peril at End House (Hercule Poirot, #8)",fiction classics novels mystery british-literature thriller adult adult-fiction literature 20th-century ebooks historical historical-fiction crime suspense mystery-thriller detective murder-mystery cozy-mystery golden-age-mystery agathachristie,book
1333,1333,The Husband,fiction novels mystery romance contemporary action thriller adult adult-fiction ebooks american criticism drama horror crime suspense mystery-thriller psychological-thriller deankoontz,book
1334,1334,Sole Survivor,fantasy fiction adventure novels paranormal supernatural mystery thriller science-fiction adult adult-fiction 20th-century ebooks survival drama horror suspense mystery-thriller espionage aircraft psychological-thriller deankoontz,book
1335,1335,"Forever Odd (Odd Thomas, #2)",fantasy fiction adventure novels paranormal urban-fantasy supernatural mystery contemporary humor thriller science-fiction adult adult-fiction science ebooks criticism horror crime suspense dark mystery-thriller detective ghosts deankoontz,book
1336,1336,The Taking,fantasy fiction adventure novels paranormal supernatural mystery contemporary thriller science-fiction adult adult-fiction aliens abandoned ebooks religion horror crime suspense mystery-thriller post-apocalyptic detective espionage apocalyptic deankoontz,book
1337,1337,Life Expectancy,fantasy fiction novels paranormal supernatural mystery contemporary humor thriller science-fiction adult adult-fiction ebooks family criticism drama horror crime suspense mystery-thriller detective disease deankoontz,book
1338,1338,Daughter of Fortune,fiction adventure classics novels romance contemporary adult adult-fiction literature abandoned history historical historical-fiction literary-fiction 19th-century drama cultural latin-american latin-american-literature magical-realism feminism chick-lit isabelallende margaretsayerspeden,book
1339,1339,Of Love and Shadows,fantasy fiction classics novels romance contemporary adult adult-fiction literature 20th-century historical school historical-fiction literary-fiction drama roman latin-american latin-american-literature spanish-literature magical-realism isabelallende margaretsayerspeden,book
1340,1340,Democracy in America ,fiction classics literature unfinished philosophy history non-fiction historical reference travel essays anthropology american united-states americana france social-science sociology classic-literature school read-for-school american-history 19th-century politics college french-literature economics academic society social-issues political-science theory government law history-and-politics alexisdetocqueville isaackramnick geraldbevan,book
1341,1341,Steppenwolf,fantasy fiction classics novels contemporary literature 20th-century abandoned modern-classics unfinished philosophy germany classic-literature school literary-fiction drama roman european-literature spirituality magical-realism german-literature psychology hermannhesse basilcreighton,book
1342,1342,The Glass Bead Game,fantasy fiction classics novels science-fiction literature speculative-fiction 20th-century abandoned modern-classics unfinished philosophy germany classic-literature literary-fiction religion european-literature spirituality german-literature dystopia music utopia hermannhesse richardwinston clarawinston theodoreziolkowski,book
1343,1343,The Sorrows of Young Werther,fiction classics novels romance love adult literature abandoned ebooks unfinished philosophy historical germany classic-literature school read-for-school historical-fiction literary-fiction drama high-school college roman european-literature german-literature romanticism tragedy 18th-century johannwolfgangvongoethe burtonpike,book
1344,1344,The Cat Who Walks Through Walls (The World As Myth),fantasy fiction adventure classics novels mystery romance science-fiction-fantasy action time-travel science-fiction space science speculative-fiction abandoned ebooks space-opera american cats roberta.heinlein,book
1345,1345,The Moon is a Harsh Mistress,fantasy fiction classics novels science-fiction-fantasy science-fiction adult space literature science speculative-fiction 20th-century abandoned ebooks space-opera philosophy american epic war politics dystopia artificial-intelligence roberta.heinlein,book
1346,1346,The Final Solution,fiction novels mystery contemporary adult adult-fiction literature abandoned ebooks history historical american 21st-century animals united-states war historical-fiction literary-fiction american-fiction novella jewish judaism crime mystery-thriller detective noir world-war-ii holocaust historical-mystery michaelchabon jayryan,book
1347,1347,The Mysteries of Pittsburgh,young-adult fiction novels romance contemporary coming-of-age adult adult-fiction literature 20th-century abandoned ebooks unfinished american realistic-fiction literary-fiction college modern jewish lgbt gay queer gay-fiction michaelchabon,book
1348,1348,The Yiddish Policemen's Union,fiction novels mystery science-fiction funny adult literature speculative-fiction abandoned ebooks unfinished americana american-fiction modern magical-realism crime suspense dystopia alternate-history chess hugo-awards michaelchabon,book
1349,1349,Wonder Boys,fiction novels contemporary coming-of-age humor funny comedy adult adult-fiction literature 20th-century abandoned ebooks american writing books-about-books literary-fiction college academia modern lgbt queer michaelchabon hanshermann,book
1350,1350,Beach Music,fiction novels romance contemporary coming-of-age adult adult-fiction literature 20th-century abandoned american realistic-fiction historical-fiction literary-fiction southern family drama relationships italy chick-lit holocaust patconroy,book
1351,1351,The Prince of Tides,fiction classics novels mystery romance contemporary adult adult-fiction literature 20th-century abandoned ebooks modern-classics american movies realistic-fiction historical-fiction literary-fiction southern family drama relationships banned-books new-york mental-illness psychology chick-lit abuse patconroy,book
1352,1352,Fragile Things: Short Fictions and Wonders,fantasy fiction magic novels paranormal urban-fantasy supernatural mystery contemporary science-fiction-fantasy humor science-fiction adult adult-fiction literature speculative-fiction abandoned ebooks unfinished collections 21st-century short-stories mythology poetry magical-realism horror gothic dark anthologies dark-fantasy short-story-collection neilgaiman,book
1353,1353,Smoke and Mirrors: Short Fiction and Illusions,fantasy young-adult fiction magic novels paranormal urban-fantasy supernatural mystery contemporary science-fiction-fantasy humor science-fiction adult adult-fiction literature speculative-fiction abandoned ebooks unfinished collections short-stories mythology poetry magical-realism horror gothic dark anthologies graphic-novels comics fairy-tales dark-fantasy short-story-collection vampires neilgaiman,book
1354,1354,Death: The High Cost of Living Collected,fantasy young-adult fiction magic novels paranormal urban-fantasy supernatural contemporary adult speculative-fiction philosophy mythology art horror gothic graphic-novels comics death comics-manga graphic-novels-manga sequential-art graphic-novels-comics dark-fantasy comix comic-book dc-comics neilgaiman chrisbachalo markbuckingham toriamos,book
1355,1355,Stardust,fantasy young-adult fiction magic adventure classics novels paranormal witches urban-fantasy supernatural romance contemporary coming-of-age science-fiction-fantasy love humor science-fiction high-fantasy adult adult-fiction speculative-fiction 20th-century ebooks historical movies magical-realism graphic-novels comics fairy-tales neilgaiman,book
1356,1356,A Single Man,fiction classics novels romance contemporary british-literature love adult adult-fiction literature 20th-century ebooks modern-classics american movies english-literature historical-fiction literary-fiction drama modern sexuality death lgbt gay queer gay-fiction queer-lit christopherisherwood,book
1357,1357,The Making of the Atomic Bomb,classics science 20th-century abandoned history non-fiction popular-science physics historical history-of-science world-history chemistry biography united-states war american-history politics political-science world-war-ii technology engineering japan military-history richardrhodes,book
1358,1358,Civil Disobedience and Other Essays,fiction classics adult literature ebooks philosophy history non-fiction historical reference essays american memoir short-stories social united-states sociology classic-literature school read-for-school american-history 19th-century politics inspirational high-school college banned-books american-classics poetry academic society activism political-science social-justice theory teaching law textbooks henrydavidthoreau,book
1359,1359,Walden,fiction adventure classics novels adult literature abandoned ebooks unfinished philosophy history non-fiction historical travel nature essays american memoir biography biography-memoir autobiography classic-literature school read-for-school 19th-century politics high-school college american-classics poetry spirituality environment ecology outdoors henrydavidthoreau,book
1360,1360,"Children of God (The Sparrow, #2)",fantasy fiction novels contemporary science-fiction-fantasy science-fiction adult space adult-fiction aliens literature science speculative-fiction 20th-century abandoned ebooks unfinished space-opera philosophy american literary-fiction religion spirituality faith christianity theology marydoriarussell,book
1361,1361,"When the Lion Feeds (Courtney, #1)",fiction adventure novels mystery contemporary action thriller adult adult-fiction abandoned ebooks unfinished history historical historical-fiction 19th-century family africa south-africa drama cultural modern suspense mystery-thriller wilbursmith,book
1362,1362,Invisible Man,fiction classics novels coming-of-age science-fiction adult adult-fiction literature 20th-century abandoned modern-classics unfinished philosophy history non-fiction historical american classic-literature school read-for-school historical-fiction african-american literary-fiction race african-american-literature politics high-school cultural college banned-books new-york social-justice ralphellison,book
1363,1363,Marvels,fantasy fiction adventure science-fiction speculative-fiction 20th-century american art politics drama graphic-novels comics comics-manga graphic-novels-manga graphic-novels-comics superheroes comix comic-book marvel x-men spider-man kurtbusiek alexross,book
1364,1364,Kingdom Come,fantasy fiction adventure classics novels action science-fiction adult war art dystopia graphic-novels comics alternate-history comics-manga sequential-art graphic-novels-comics superheroes comix comic-book dc-comics superman batman wonder-woman markwaid alexross elliots.maggin,book
1365,1365,"13 Little Blue Envelopes (Little Blue Envelope, #1)",young-adult fiction adventure novels teen mystery romance contemporary coming-of-age humor abandoned ebooks travel road-trip france realistic-fiction family high-school death chick-lit maureenjohnson,book
